CHR	START	END	POSCOLOR	PHENOTYPE
7	555812	556672	2	viable
7	557074	557422	3	viable
7	557564	557783	2	viable
7	558151	558868	3	viable
7	559733	559994	3	viable
7	560681	561347	3	viable
7	562198	566146	2	N/A
7	566147	567467	2	N/A
7	569095	574409	2	N/A
7	575397	576501	3	viable
7	577486	579127	3	viable
7	579475	580288	3	viable
7	580437	581436	3	viable
7	582992	583892	3	viable
7	584894	586049	3	inviable
7	586394	589469	3	inviable
7	589825	590908	3	inviable
7	591313	591874	3	viable
7	592088	592442	3	viable
7	593595	594702	3	viable
7	594988	595837	3	viable
7	596692	598618	3	viable
7	599416	601138	3	viable
7	601660	604444	3	viable
7	604775	605501	3	viable
7	606135	607140	3	viable
7	607562	609098	3	viable
7	610563	611490	2	inviable
7	611891	615965	3	viable
7	616330	617278	3	viable
7	617518	617824	3	viable
7	618079	619858	3	inviable
7	620923	621799	3	viable
7	622374	624786	3	viable
7	625326	627084	3	viable
7	627805	631270	3	viable
7	631483	634063	3	viable
7	634303	635464	2	viable
7	636149	636875	2	inviable
7	637106	637577	3	viable
7	637746	639513	3	viable
7	639774	640371	2	viable
7	640719	641829	3	viable
7	642009	643005	3	viable
7	643150	643780	3	viable
7	644043	644592	3	inviable
7	644862	646815	3	inviable
7	647125	648142	3	viable
7	648385	648907	2	viable
7	649600	650617	3	viable
7	651292	652981	3	viable
7	654633	656319	3	viable
7	656959	659767	3	viable
7	662357	666068	3	inviable
7	666340	667822	3	inviable
7	668188	669904	3	viable
7	670387	671908	3	viable
7	672185	675497	3	inviable
7	675673	676342	2	inviable
7	676620	677562	2	viable
7	678694	682132	3	viable
7	682568	687458	3	inviable
7	687898	689962	3	inviable
7	690244	693094	3	viable
7	693362	694400	3	viable
7	694586	695135	3	viable
7	695416	697231	3	inviable
7	697447	698368	3	viable
7	698598	698829	3	viable
7	698991	699786	3	viable
7	703635	705048	3	viable
7	705361	706501	3	viable
7	707609	712251	2	N/A
7	713708	715043	3	viable
7	715827	717027	3	viable
7	717357	718524	3	viable
7	718892	719921	3	inviable
7	720408	724761	3	inviable
7	725051	726479	3	viable
7	726973	727727	2	viable
7	728048	729671	3	inviable
7	730035	730821	3	inviable
7	731451	732927	3	viable
7	733411	733624	3	viable
7	733934	735140	3	viable
7	736664	738203	3	viable
7	739943	741659	3	viable
7	742324	745432	3	viable
7	745834	746524	3	viable
7	746797	747733	3	viable
7	747952	750091	3	inviable
7	750399	751044	3	viable
7	751396	753844	3	viable
7	754725	755247	3	viable
7	755591	756452	3	viable
7	756895	757444	3	viable
7	757769	761135	3	viable
7	761391	762165	3	viable
7	762427	763150	3	viable
7	763764	765606	3	viable
7	767428	770296	3	inviable
7	770568	771969	3	viable
7	772453	773683	3	viable
7	775192	777505	3	viable
7	780398	781376	3	viable
7	781766	783887	3	inviable
7	784225	784858	3	viable
7	785278	785437	3	viable
7	786056	786920	3	inviable
7	787314	787779	2	viable
7	789030	790326	3	viable
7	790461	793053	3	viable
7	794676	795492	3	viable
7	796091	796742	3	viable
7	796800	797868	3	viable
7	798542	800063	3	viable
7	800545	801820	3	inviable
7	802439	805046	3	viable
7	805271	806021	3	inviable
7	806414	807656	3	viable
7	808631	809420	2	viable
7	810226	810502	3	N/A
7	811737	817048	2	N/A
7	817749	823015	2	N/A
7	824058	826914	3	N/A
7	827551	828574	3	viable
7	829115	830150	3	viable
7	830514	832194	3	viable
7	832455	833154	3	viable
7	833354	834482	3	viable
7	834691	835903	3	viable
7	836389	836665	3	viable
7	837141	840555	3	viable
7	840826	842551	3	viable
7	842847	843591	3	inviable
7	843853	844957	3	viable
7	845895	846405	3	viable
7	846654	846738	2	N/A
7	846935	848423	3	inviable
7	848831	850436	2	viable
7	851049	853215	3	viable
7	853677	854895	3	inviable
7	855266	856301	3	viable
7	858286	858601	3	viable
7	859065	859260	3	viable
7	859903	865753	3	viable
7	866338	867520	3	inviable
7	867773	869978	2	inviable
7	870234	871416	3	viable
7	872046	875109	3	viable
7	876671	878192	2	viable
7	880419	882228	3	inviable
7	882814	883810	2	viable
7	884511	885741	3	viable
7	886075	887875	3	viable
7	888881	889619	3	inviable
7	889735	892186	3	viable
7	892499	894140	3	viable
7	894692	897143	3	inviable
7	897501	899778	3	viable
7	899906	902270	3	viable
7	902522	903197	3	viable
7	903476	904748	3	viable
7	905236	905680	3	viable
7	905933	908771	3	viable
7	909063	909174	3	N/A
7	909212	910082	3	viable
7	910431	910734	3	viable
7	910845	911628	3	viable
7	911882	912809	3	viable
7	912915	913227	3	viable
7	913505	914738	3	viable
7	915240	916698	3	inviable
7	917039	918443	3	viable
7	918514	919465	3	viable
7	920574	921785	3	viable
7	922174	922504	3	viable
7	922635	924462	3	inviable
7	924695	930812	3	viable
7	932540	935792	3	inviable
7	936076	936883	3	viable
7	937126	938992	3	viable
7	939922	940801	3	viable
7	940871	942215	3	viable
7	942805	944644	3	viable
7	945144	947016	3	viable
7	947419	948994	3	viable
7	949384	950899	3	viable
7	951893	952304	3	viable
7	952550	953480	3	viable
7	953959	954643	3	viable
7	954676	958210	3	viable
7	959903	961100	3	viable
7	961362	962061	3	viable
7	962532	962817	3	viable
7	963300	965655	3	viable
7	966041	968687	3	viable
7	969189	970053	3	viable
7	970773	973734	3	viable
7	974579	974777	3	N/A
7	974877	976581	3	viable
7	977335	977773	2	viable
7	978038	979319	3	viable
7	979767	982068	3	inviable
7	982484	984272	3	inviable
7	984965	985682	2	viable
7	985971	986736	3	viable
7	988048	989416	3	viable
7	991178	993521	3	viable
7	995638	996226	3	inviable
7	996868	998185	3	N/A
7	998360	999140	2	inviable
7	1000926	1002237	2	N/A
7	1002525	1003962	3	N/A
7	1004623	1006099	3	viable
7	1006207	1007305	3	N/A
7	1007673	1010766	3	N/A
7	1012484	1014086	3	viable
7	1014323	1016750	3	viable
7	1016976	1017759	3	viable
7	1017969	1019241	3	viable
7	1019600	1021853	3	inviable
7	1022655	1024758	3	viable
7	1025006	1025735	3	inviable
7	1026059	1026653	3	viable
7	1027369	1031506	3	viable
7	1031790	1037691	3	N/A
7	1037802	1038501	3	N/A
7	1038717	1039239	3	N/A
7	1039897	1043095	3	inviable
7	1043275	1043746	3	viable
7	1043821	1045480	3	N/A
7	1045646	1046561	3	inviable
7	1046730	1048461	3	inviable
7	1048800	1049958	3	viable
7	1050912	1051725	3	inviable
7	1052823	1057254	3	viable
7	1057785	1058724	3	viable
7	1059017	1060040	3	viable
7	1060660	1061590	3	viable
7	1061854	1063153	3	viable
7	1063815	1064940	2	viable
7	1067224	1068991	2	viable
7	1070292	1071711	2	viable
7	1073965	1075813	2	N/A
7	1076598	1078350	2	N/A
7	1080539	1080665	2	N/A
7	1081586	1082729	2	viable
8	447	3311	2	N/A
8	3728	4541	2	N/A
8	5665	5797	2	N/A
8	6400	7543	2	N/A
8	8353	10213	2	viable
8	11925	12285	2	viable
8	13564	14269	3	viable
8	14900	15410	2	viable
8	15666	16116	3	viable
8	19090	20971	3	viable
8	21782	23537	3	viable
8	23619	25509	3	viable
8	26240	27878	3	viable
8	27980	32756	3	viable
8	33195	34077	2	viable
8	35257	36025	2	viable
8	36381	38508	3	viable
8	38817	39486	3	viable
8	40083	45687	3	viable
8	45931	47968	3	viable
8	48762	50577	2	viable
8	51110	52985	3	viable
8	53221	54166	3	viable
8	54850	55846	2	viable
8	56648	58787	3	viable
8	59125	62563	3	viable
8	62963	64157	3	viable
8	64464	65859	3	viable
8	66244	67456	3	viable
8	67733	69548	3	viable
8	69707	70067	3	N/A
8	70275	71871	3	viable
8	72039	74244	3	viable
8	74698	74779	2	N/A
8	75411	75774	2	inviable
8	76099	77314	3	viable
8	77432	78353	3	viable
8	78935	80414	3	viable
8	80656	81616	3	viable
8	81966	83721	3	viable
8	84070	85060	2	viable
8	85908	87147	2	N/A
8	87148	91318	2	N/A
8	92629	94510	3	viable
8	95120	97937	3	viable
8	98345	98795	3	viable
8	99218	100400	3	N/A
8	100650	101883	3	viable
8	102611	103967	3	viable
8	104276	105088	2	N/A
8	106054	107365	3	N/A
8	107888	108119	3	viable
8	108811	109882	3	N/A
8	110030	111317	2	viable
8	111756	113094	3	viable
8	113501	114917	3	viable
8	115622	115901	3	inviable
8	117813	119436	3	viable
8	120093	121683	3	inviable
8	122552	122765	3	viable
8	122891	123590	3	viable
8	124111	125680	3	viable
8	126520	127489	3	N/A
8	127779	129117	3	viable
8	129480	130445	3	viable
8	130732	131446	3	viable
8	132046	132919	3	viable
8	134553	136530	3	viable
8	136883	138455	3	viable
8	138693	139848	3	viable
8	140013	141402	3	viable
8	141896	143558	3	inviable
8	143995	146059	3	inviable
8	147873	148119	2	viable
8	149577	150345	2	viable
8	151219	151306	3	N/A
8	151665	157449	3	inviable
8	157746	159192	3	inviable
8	159437	160508	3	viable
8	160843	161482	2	viable
8	161732	164711	2	N/A
8	164980	167434	3	viable
8	167679	168561	3	viable
8	168892	170344	3	viable
8	170801	172970	3	viable
8	173343	175086	2	viable
8	175547	176816	2	viable
8	176967	177999	3	viable
8	178218	180108	3	viable
8	180344	181757	3	inviable
8	181976	183701	3	viable
8	184065	184755	3	viable
8	184877	186809	3	viable
8	187175	187514	3	N/A
8	187923	189021	3	inviable
8	189133	189751	3	viable
8	190542	192615	3	inviable
8	192807	193545	2	viable
8	194070	194808	2	viable
8	195550	197230	3	viable
8	197400	198285	3	viable
8	198742	201310	3	viable
8	204606	206148	3	viable
8	206461	207190	3	viable
8	207653	209300	3	viable
8	209474	209642	3	viable
8	209704	210148	3	viable
8	210847	211975	2	N/A
8	213185	214249	2	N/A
8	214535	214718	2	N/A
8	215185	217834	3	N/A
8	218228	218843	3	viable
8	218999	219884	3	inviable
8	220107	220497	3	viable
8	220724	221267	3	viable
8	221536	222478	3	viable
8	222879	223758	3	inviable
8	224032	225169	3	N/A
8	225527	227141	3	viable
8	227534	229037	3	inviable
8	229334	230693	2	viable
8	230969	231809	2	viable
8	232132	233293	2	inviable
8	233581	234658	2	inviable
8	234880	236377	2	inviable
8	237003	237690	2	N/A
8	239097	241290	3	inviable
8	241663	241837	3	inviable
8	242581	245569	3	viable
8	246192	248334	3	inviable
8	248441	249641	3	viable
8	251100	252222	3	viable
8	252376	255643	3	viable
8	256359	258015	3	viable
8	258246	261591	3	viable
8	262194	262553	3	N/A
8	262803	266838	3	viable
8	267537	268089	3	viable
8	268461	271548	3	viable
8	272626	273613	3	inviable
8	274173	276237	3	viable
8	276763	277765	3	inviable
8	278152	279721	3	viable
8	280230	280389	3	viable
8	280819	281152	3	viable
8	281494	282379	3	inviable
8	282683	283298	3	N/A
8	283779	284625	3	N/A
8	284841	286770	3	viable
8	287083	288811	3	viable
8	290915	292625	2	viable
8	294671	296447	3	viable
8	297387	298609	3	viable
8	299147	301934	3	N/A
8	302760	313992	3	N/A
8	314118	314673	3	viable
8	314876	315968	3	inviable
8	316571	319811	3	N/A
8	320413	322969	3	viable
8	323408	324389	3	viable
8	324765	325407	3	viable
8	325597	326623	3	viable
8	326815	328036	3	inviable
8	328302	330057	3	viable
8	330309	332064	3	viable
8	332281	332917	3	viable
8	333071	334391	3	viable
8	334529	335663	3	viable
8	336336	337806	3	viable
8	338082	339981	3	viable
8	340111	341359	2	viable
8	341664	342117	3	viable
8	342348	344265	3	viable
8	344323	345628	3	inviable
8	346042	349282	3	N/A
8	349573	352450	3	viable
8	352755	353316	3	viable
8	353624	354317	3	inviable
8	354814	356078	3	viable
8	356560	358441	3	viable
8	359704	360181	3	viable
8	360912	361641	3	viable
8	362114	362762	3	inviable
8	363001	364153	3	viable
8	365342	367892	3	viable
8	368504	369794	3	viable
8	370053	370446	3	viable
8	370724	371597	3	viable
8	371748	372555	3	viable
8	372696	374310	3	viable
8	374656	375100	3	viable
8	375708	377247	3	viable
8	377357	377699	3	viable
8	378221	379199	3	viable
8	380571	381288	3	viable
8	381990	383100	2	N/A
8	383537	384485	3	viable
8	385509	386484	3	viable
8	387232	387442	3	inviable
8	387790	388726	2	N/A
8	390299	391694	2	viable
8	392641	393283	3	viable
8	393533	394082	3	inviable
8	394457	396659	3	N/A
8	397250	398987	3	viable
8	399270	400848	3	viable
8	401433	401952	3	viable
8	402088	402682	3	viable
8	402965	406175	3	viable
8	407102	410786	3	viable
8	411386	412406	3	viable
8	412906	413452	3	viable
8	413687	417179	3	viable
8	417548	419060	3	viable
8	419223	420072	3	viable
8	420375	422286	3	viable
8	423071	423458	3	viable
8	423723	424470	3	viable
8	424612	429178	3	inviable
8	429709	436948	3	N/A
8	437172	439050	3	inviable
8	439341	440124	3	viable
8	440376	441930	2	viable
8	442180	443473	3	N/A
8	443827	445381	3	inviable
8	445712	447602	3	viable
8	448334	450803	3	inviable
8	450817	451153	3	N/A
8	451326	452637	3	N/A
8	452871	453438	3	N/A
8	453557	453704	3	viable
8	454228	455524	3	viable
8	456590	457949	3	viable
8	459298	461527	3	viable
8	462501	463701	3	viable
8	465178	465669	2	N/A
8	467227	467911	2	viable
8	468218	470573	3	viable
8	470959	472426	3	viable
8	472743	474456	3	viable
8	474629	475340	3	viable
8	476001	480672	3	inviable
8	480989	481916	3	N/A
8	482007	483837	3	inviable
8	484027	484597	3	viable
8	484844	486176	3	inviable
8	486232	486631	3	viable
8	486825	487659	3	N/A
8	487714	488236	3	viable
8	488656	490393	3	viable
8	490746	491709	3	viable
8	491930	493655	3	inviable
8	493895	496184	3	inviable
8	496317	497280	3	viable
8	497492	498422	3	viable
8	498573	498859	3	N/A
8	499078	499882	3	viable
8	499952	501143	3	N/A
8	502387	504193	3	viable
8	504476	505691	2	N/A
8	506318	508706	3	viable
8	509362	511834	3	N/A
8	512731	514597	3	viable
8	514907	516485	3	viable
8	517531	518710	3	N/A
8	519436	520309	3	viable
8	520714	521737	3	viable
8	525391	528616	2	N/A
8	537759	538094	2	N/A
8	538741	538942	2	N/A
8	539150	539744	2	N/A
8	540548	540779	2	N/A
8	540799	541096	2	N/A
8	541650	542259	2	N/A
8	543963	547911	2	N/A
8	547912	549346	2	N/A
8	550650	550941	2	N/A
8	551202	551499	2	N/A
8	552098	553499	2	N/A
8	554395	555964	2	N/A
8	558013	559921	2	N/A
8	560172	562047	2	N/A
9	485	6147	2	N/A
9	8793	9155	2	N/A
9	11491	16138	2	viable
9	16784	18553	2	N/A
9	19515	21220	2	N/A
9	23121	26106	2	N/A
9	29032	30048	2	N/A
9	30940	32566	2	viable
9	33720	34077	2	viable
9	34089	34686	2	viable
9	36901	37252	2	viable
9	37384	38980	3	viable
9	39432	40137	3	viable
9	40193	41444	3	viable
9	41824	45949	3	viable
9	46200	46812	3	N/A
9	46951	47542	3	viable
9	47760	47970	3	N/A
9	48090	51303	3	viable
9	51761	53708	3	viable
9	53983	55021	2	viable
9	55197	56376	3	viable
9	56544	57249	3	viable
9	57340	60694	3	N/A
9	61015	62728	3	inviable
9	63030	68067	3	viable
9	68708	69528	2	viable
9	69793	73453	3	inviable
9	74186	75773	3	viable
9	76356	77283	3	viable
9	78073	80146	3	inviable
9	80512	83041	3	inviable
9	83301	84882	3	inviable
9	85365	87834	3	viable
9	87981	88716	3	viable
9	89232	89715	3	viable
9	89950	92788	3	viable
9	93618	94797	3	N/A
9	95067	96375	3	viable
9	96524	96725	3	viable
9	97394	98327	3	viable
9	98529	99416	3	viable
9	99862	100501	3	viable
9	100783	102235	3	N/A
9	102781	105673	3	viable
9	106109	113237	3	inviable
9	113805	116901	3	viable
9	117026	117644	3	N/A
9	117991	122068	3	inviable
9	122688	125730	3	viable
9	126203	127094	3	viable
9	128150	129578	2	viable
9	130609	131662	3	N/A
9	132243	133869	2	viable
9	134416	136105	3	viable
9	136656	137877	3	viable
9	139751	140444	3	inviable
9	140615	141569	3	viable
9	142927	144082	3	viable
9	144329	148709	3	inviable
9	149145	149988	3	viable
9	150558	151185	3	viable
9	151594	154843	3	viable
9	155309	155762	3	N/A
9	156044	157175	3	viable
9	157387	160165	3	inviable
9	160886	162974	3	viable
9	163280	165761	3	viable
9	166414	167441	3	inviable
9	167663	167801	3	N/A
9	167802	169641	2	viable
9	169984	171505	2	inviable
9	171750	173025	3	viable
9	173367	173592	3	N/A
9	174584	174887	3	N/A
9	175309	177250	2	viable
9	178003	179650	2	viable
9	179774	180239	3	viable
9	180426	181974	3	viable
9	182119	183127	3	viable
9	183936	186366	3	viable
9	186519	187632	3	N/A
9	187992	188784	3	viable
9	189065	190964	3	viable
9	191032	193195	3	inviable
9	193594	195067	3	viable
9	195598	196213	3	viable
9	197933	199403	2	viable
9	199648	200119	3	viable
9	200492	202043	3	N/A
9	202278	203259	3	viable
9	203558	204653	3	inviable
9	205634	210129	2	N/A
9	210925	212005	3	viable
9	212498	214700	3	inviable
9	214993	215953	3	viable
9	216657	217545	3	viable
9	217865	220700	3	inviable
9	221083	222490	3	viable
9	222939	225954	3	viable
9	226601	228416	3	viable
9	228662	229994	3	viable
9	230274	231072	3	viable
9	231555	231957	2	N/A
9	233059	235474	3	inviable
9	235726	237760	3	viable
9	238101	240708	3	viable
9	241310	241775	3	N/A
9	241942	242713	3	viable
9	242763	243744	3	inviable
9	244000	244462	3	inviable
9	244659	245559	3	inviable
9	246391	246823	2	viable
9	247904	248396	3	viable
9	249990	251910	3	N/A
9	252044	253925	3	viable
9	254542	254857	3	viable
9	255114	255864	3	viable
9	256228	257063	3	N/A
9	257845	258280	3	inviable
9	258912	259767	3	viable
9	260157	260916	3	viable
9	261436	264889	3	inviable
9	265117	267823	3	viable
9	268308	268470	2	viable
9	268650	270570	3	inviable
9	271160	272774	3	viable
9	272952	273846	3	viable
9	274074	274926	3	viable
9	275110	276292	3	viable
9	276524	277502	3	viable
9	277722	278136	3	viable
9	278425	279844	3	viable
9	280144	282652	3	viable
9	283031	284999	3	viable
9	285665	287426	3	viable
9	287792	288908	3	viable
9	289228	290089	3	viable
9	290421	291669	3	viable
9	292632	295734	3	inviable
9	296052	300009	3	viable
9	300831	301257	2	viable
9	303681	304104	3	viable
9	304479	307929	3	inviable
9	308604	309171	3	viable
9	309388	310426	3	viable
9	311164	312457	3	inviable
9	312904	313858	3	inviable
9	314037	314820	3	viable
9	315092	316130	3	inviable
9	317170	317929	2	viable
9	318202	320965	3	viable
9	321453	321930	3	viable
9	322341	324102	2	viable
9	325214	325526	2	viable
9	326102	327992	3	viable
9	328209	332442	3	viable
9	333726	334533	3	viable
9	334881	335526	3	viable
9	335668	336212	3	viable
9	339343	341425	3	viable
9	342535	342832	3	viable
9	342996	343656	3	viable
9	344061	345180	3	viable
9	345691	347794	3	viable
9	347948	348365	3	inviable
9	349121	350000	3	inviable
9	350300	350507	2	viable
9	350593	353431	3	viable
9	353939	355478	3	viable
9	356145	356895	3	viable
9	357417	360396	3	viable
9	360884	362921	3	viable
9	363220	364516	3	N/A
9	364888	365332	3	viable
9	365468	369908	3	inviable
9	370703	372995	3	viable
9	373079	374306	3	inviable
9	374524	374857	3	viable
9	375430	377158	3	inviable
9	377289	378246	3	inviable
9	378485	379778	3	inviable
9	380021	380384	3	viable
9	381085	381811	3	viable
9	381947	382379	3	inviable
9	382627	383422	2	viable
9	383558	384119	3	viable
9	384608	385343	3	viable
9	385566	385701	2	viable
9	389574	393675	2	viable
9	394257	394557	3	viable
9	397293	398382	3	viable
9	398513	398723	3	viable
9	398732	399233	3	inviable
9	399776	402686	3	viable
9	402843	403491	3	viable
9	403658	404762	3	viable
9	404875	405967	2	viable
9	406262	407642	3	viable
9	408467	410372	3	viable
9	410806	411835	3	viable
9	412038	412770	3	viable
9	413017	414679	3	viable
9	415032	415617	3	viable
9	416123	419462	3	viable
9	419617	420736	3	viable
9	421028	421790	3	viable
9	422076	422865	3	viable
9	423127	423616	3	viable
9	423811	424513	2	viable
9	430500	432111	2	viable
9	433928	434300	2	N/A
9	435275	435983	2	viable
10	468	6130	2	N/A
10	8778	9138	2	N/A
10	11474	16121	2	N/A
10	16769	18536	2	N/A
10	19496	21197	2	N/A
10	21972	22560	2	viable
10	23132	23726	2	viable
10	24343	26086	2	viable
10	26886	28593	2	viable
10	32162	33155	3	viable
10	33852	36249	3	viable
10	36918	37731	3	viable
10	38004	39966	3	viable
10	40196	41183	3	viable
10	41391	47433	3	viable
10	47661	49935	3	viable
10	50141	50443	3	N/A
10	50631	53151	3	viable
10	53340	54180	3	inviable
10	54378	56175	3	viable
10	56446	58813	3	viable
10	60843	63486	3	viable
10	63804	67566	3	viable
10	67852	68782	3	viable
10	69337	70876	3	inviable
10	71365	72571	3	viable
10	72712	73414	3	viable
10	74203	74608	3	viable
10	74912	75302	3	viable
10	76324	76471	3	viable
10	76805	79262	3	viable
10	80154	81912	3	viable
10	82097	82976	3	viable
10	83447	83816	3	viable
10	84067	85333	3	viable
10	85659	87492	3	viable
10	87585	88560	3	viable
10	88786	89113	3	viable
10	89284	90097	3	viable
10	90785	91654	3	viable
10	92055	94530	3	viable
10	95091	95919	3	inviable
10	96163	96529	3	inviable
10	97736	99464	3	viable
10	99706	100894	2	viable
10	101152	101779	3	viable
10	102229	104428	3	viable
10	105013	106069	3	inviable
10	106433	106715	3	viable
10	106896	109461	3	viable
10	109968	111159	3	viable
10	111668	113333	3	viable
10	113880	115629	3	viable
10	117244	117784	3	viable
10	117964	118825	3	viable
10	120448	121687	3	viable
10	122267	122948	3	viable
10	123838	126328	3	viable
10	126855	128952	3	inviable
10	129287	130643	3	viable
10	131103	133935	3	viable
10	134334	135933	3	viable
10	136374	136773	3	viable
10	137378	139367	3	viable
10	140436	141135	3	viable
10	141421	142567	3	viable
10	143291	144698	3	viable
10	145159	146041	3	viable
10	146358	146670	3	viable
10	147100	147574	3	inviable
10	147969	150390	3	viable
10	150960	151623	3	viable
10	151715	152999	3	viable
10	153504	154691	2	viable
10	154987	156127	3	viable
10	156168	156249	3	N/A
10	156552	157273	3	viable
10	158187	159414	3	viable
10	159625	159847	2	N/A
10	160618	161560	3	viable
10	161913	164163	3	viable
10	164280	165348	3	viable
10	165725	172367	3	viable
10	173601	177306	3	viable
10	178099	180103	3	viable
10	181553	181709	3	viable
10	182300	184220	3	viable
10	184500	185421	3	viable
10	185530	186679	3	inviable
10	187128	187644	2	viable
10	188006	189440	3	viable
10	189715	190240	3	viable
10	190376	191090	3	viable
10	191638	192295	3	viable
10	192530	193463	3	viable
10	193862	194873	3	viable
10	196286	197123	2	viable
10	197914	198592	2	N/A
10	198677	203322	2	N/A
10	205304	207446	3	viable
10	207876	209526	3	inviable
10	209924	211577	3	viable
10	212002	217309	3	inviable
10	218855	220016	2	viable
10	221389	223324	3	viable
10	225054	226734	3	viable
10	227326	227773	3	inviable
10	229027	230881	3	N/A
10	231300	233757	3	viable
10	234322	236356	3	viable
10	237262	239083	3	viable
10	239413	241651	3	viable
10	242081	245255	3	viable
10	245590	246241	3	inviable
10	246489	246972	3	viable
10	247254	251688	3	viable
10	251823	254442	3	viable
10	254739	256812	3	viable
10	257422	260944	3	viable
10	261082	262552	3	inviable
10	262759	265051	3	inviable
10	265925	268412	3	viable
10	268798	269812	3	viable
10	270004	272485	3	inviable
10	272826	274695	3	inviable
10	274864	278002	3	viable
10	278840	280652	3	viable
10	281184	283377	3	viable
10	283804	285271	3	inviable
10	285560	289226	3	viable
10	289877	290774	2	viable
10	291338	293981	3	viable
10	294046	294142	3	N/A
10	294798	294882	3	N/A
10	295244	298811	3	inviable
10	299159	302849	3	inviable
10	303180	305115	3	viable
10	305223	305862	3	inviable
10	306131	307853	3	viable
10	307973	310637	3	viable
10	310924	312706	3	inviable
10	313018	313915	3	viable
10	314116	314872	3	viable
10	315056	315557	3	viable
10	315761	316475	3	viable
10	316722	316977	2	viable
10	317283	319773	3	viable
10	320015	322154	3	inviable
10	323385	324717	3	viable
10	324963	326187	3	viable
10	326244	327873	3	viable
10	328120	330121	3	viable
10	330433	333073	3	viable
10	333356	334091	3	viable
10	334264	335698	3	inviable
10	335897	337034	3	viable
10	337886	338003	3	N/A
10	338270	339266	2	viable
10	339786	342252	3	viable
10	342521	345740	3	inviable
10	345972	347322	2	viable
10	347449	348637	3	viable
10	349046	349178	3	viable
10	349582	352108	3	viable
10	352385	353612	2	viable
10	356023	357925	3	viable
10	358302	359676	2	viable
10	360129	360900	3	viable
10	361248	365442	3	viable
10	365901	368370	3	inviable
10	368750	373799	3	inviable
10	375117	375774	3	viable
10	376661	377333	3	viable
10	378824	380093	3	viable
10	380251	381001	3	inviable
10	381326	383372	3	inviable
10	383836	386146	3	inviable
10	386370	387351	3	inviable
10	387656	388244	3	viable
10	388387	390853	3	viable
10	391310	391643	2	viable
10	391835	392249	3	viable
10	392403	393600	3	inviable
10	393966	395508	2	inviable
10	395933	396592	3	viable
10	397357	398398	3	viable
10	398939	402410	3	viable
10	402896	404942	3	inviable
10	405587	407270	3	viable
10	407557	409159	3	inviable
10	409495	411040	3	viable
10	411236	413399	3	N/A
10	414287	414770	3	inviable
10	417564	419562	3	inviable
10	419959	421663	3	inviable
10	423140	424109	3	viable
10	425156	431234	3	inviable
10	431591	432200	3	viable
10	432643	432997	3	viable
10	433223	434651	3	inviable
10	435162	435923	3	inviable
10	436801	438607	2	viable
10	438864	440643	3	inviable
10	440996	442553	3	viable
10	442911	444861	3	viable
10	445922	448022	3	viable
10	448479	448758	3	viable
10	449201	450662	3	inviable
10	451019	451931	3	inviable
10	452429	453443	2	viable
10	453685	454681	2	viable
10	456238	457771	2	viable
10	458079	458361	2	viable
10	458643	459426	3	viable
10	460381	461590	2	inviable
10	461828	462422	3	viable
10	462720	464250	3	viable
10	464453	466208	3	inviable
10	466523	467033	2	inviable
10	467234	468281	2	viable
10	468557	469579	2	viable
10	469783	470110	3	inviable
10	470232	470964	3	viable
10	471140	471671	3	viable
10	472759	478025	2	N/A
10	478343	479663	2	N/A
10	479664	483612	2	N/A
10	483961	486196	3	viable
10	486588	490812	3	viable
10	491080	492259	3	viable
10	492380	496451	3	viable
10	496682	497006	2	N/A
10	497354	500609	3	viable
10	500715	503391	3	viable
10	503935	507298	3	N/A
10	507745	510082	2	viable
10	510241	513763	3	inviable
10	514054	516286	3	inviable
10	516463	517513	3	viable
10	518765	519185	3	N/A
10	519640	521602	3	inviable
10	522047	523859	3	inviable
10	524910	525381	3	viable
10	526334	526661	2	viable
10	526886	528476	2	viable
10	528696	529401	2	viable
10	529860	531363	2	viable
10	532061	533756	2	viable
10	534026	535748	2	viable
10	536055	537546	2	viable
10	538771	539263	2	viable
10	541794	542502	2	viable
10	544061	544709	3	inviable
10	544734	545175	3	viable
10	545786	548240	3	viable
10	548758	549811	3	viable
10	550510	553315	3	viable
10	553478	554849	3	viable
10	555194	555569	3	viable
10	555913	557599	3	inviable
10	557811	559158	3	inviable
10	559415	566825	3	viable
10	567021	567444	3	inviable
10	567642	568701	3	inviable
10	568808	569399	3	viable
10	569623	570598	3	viable
10	570969	572124	3	inviable
10	572317	572935	3	viable
10	573094	573748	3	viable
10	573980	575168	3	viable
10	575356	576601	3	inviable
10	577257	578190	2	viable
10	580434	581616	2	viable
10	581916	582255	3	viable
10	582610	583537	3	viable
10	583732	585001	3	viable
10	585122	585437	3	N/A
10	586067	586397	3	N/A
10	586497	587373	3	viable
10	587717	590579	3	N/A
10	590874	594327	3	viable
10	595063	598336	3	viable
10	598734	603075	3	viable
10	603222	604203	3	inviable
10	604571	605651	3	viable
10	608504	608858	2	viable
10	609772	610738	3	N/A
10	611194	612040	3	viable
10	612412	612928	3	viable
10	613188	615156	3	viable
10	615575	616283	3	viable
10	616353	617334	3	viable
10	618233	619031	3	N/A
10	619159	619765	3	viable
10	620753	622487	3	viable
10	622552	623014	3	viable
10	623580	624600	3	viable
10	624837	627012	3	viable
10	627339	628323	3	viable
10	628711	629080	3	viable
10	629587	632941	3	viable
10	633614	635678	3	viable
