1305	AF293|CM000169.1_3816219_3818225	AF10|AFXL01000032.1_131328_133334	AF210|AFXM01000301.1_98324_100330	A1163|DS499594.1_3884090_3886096	Z5|KQ087359.1_992938_994944	RP2014|JHOI01000565.1_117711_119717	LMB35AA|MCQI02000122.1_63368_65374	JCM10253|BCGY01000005.1_1588468_1590474	ISSFT021|LWRT01000211.1_6643_8649	IF1SWF4|LWRU01000040.1_97980_99986	----------	HMRAF270|NKHT01000056.1_80694_82700
6610	AF293|CM000173.1_1653780_1655309	AF10|AFXL01000027.1_173418_174947	AF210|AFXM01000220.1_3902_5431	A1163|DS499597.1_1558882_1560411	Z5|KQ087363.1_1617597_1619126	----------	----------	JCM10253|BCGY01000002.1_2199312_2200841	ISSFT021|LWRT01000228.1_473613_475142	IF1SWF4|LWRU01000014.1_564441_565970	HMRAF706|NKHS01000051.1_63409_64938	HMRAF270|NKHT01000017.1_89974_91503
9238	AF293|CM000175.1_1528038_1529034	AF10|AFXL01000060.1_9278_10274	AF210|AFXM01000202.1_3140_3945	A1163|DS499601.1_1531535_1532340	Z5|KQ087369.1_769102_769907	----------	----------	JCM10253|BCGY01000012.1_732593_733398	ISSFT021|LWRT01000279.1_158263_158741	IF1SWF4|LWRU01000201.1_429287_430283	HMRAF706|NKHS01000346.1_2389_3385	HMRAF270|NKHT01000347.1_2436_3241
10566	----------	----------	----------	A1163|DS499602.1_1080949_1082403	----------	----------	----------	----------	----------	----------	----------	----------
3520	AF293|CM000171.1_499770_500210	AF10|AFXL01000070.1_101243_101683	AF210|AFXM01000257.1_100614_101054	A1163|DS499596.1_3618878_3619318	----------	----------	----------	JCM10253|BCGY01000011.1_719322_719762	----------	----------	HMRAF706|NKHS01000194.1_30057_30497	HMRAF270|NKHT01000090.1_18938_19378
10621	----------	----------	----------	A1163|DS499602.1_1487439_1488254	----------	----------	----------	----------	----------	----------	----------	----------
91	AF293|CM000169.1_385304_386244	----------	----------	----------	Z5|KQ087375.1_475598_476529	----------	----------	JCM10253|BCGY01000006.1_1851101_1852041	----------	----------	----------	HMRAF270|NKHT01000200.1_36180_37111
90	AF293|CM000169.1_382402_383350	----------	----------	----------	Z5|KQ087375.1_472692_473640	----------	----------	JCM10253|BCGY01000006.1_1848199_1849147	----------	----------	----------	HMRAF270|NKHT01000200.1_33278_34226
224	AF293|CM000169.1_709542_711496	----------	AF210|AFXM01000156.1_31159_33170	A1163|DS499594.1_782025_784031	Z5|KQ087366.1_1362675_1364703	RP2014|JHOI01000450.1_26720_28695	LMB35AA|MCQI02000147.1_347965_350014	JCM10253|BCGY01000007.1_1518160_1520121	ISSFT021|LWRT01000226.1_310424_312377	IF1SWF4|LWRU01000206.1_29_1699	----------	HMRAF270|NKHT01000315.1_240_1909
11235	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	HMRAF270|NKHT01000012.1_136951_137791
5650	AF293|CM000172.1_2825491_2827663	AF10|AFXL01000008.1_201641_203813	AF210|AFXM01000388.1_121221_123393	A1163|DS499598.1_1389183_1391355	Z5|KQ087375.1_1453517_1455689	RP2014|JHOI01000630.1_185855_188027	LMB35AA|MCQI02000093.1_920686_922858	JCM10253|BCGY01000003.1_2060193_2062365	ISSFT021|LWRT01000046.1_379789_381961	IF1SWF4|LWRU01000192.1_338435_340607	----------	HMRAF270|NKHT01000040.1_13122_15294
7703	AF293|CM000174.1_797476_799630	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
5951	AF293|CM000172.1_3659066_3661484	----------	AF210|AFXM01000275.1_3171_5589	A1163|DS499598.1_2295821_2298239	Z5|KQ087368.1_156078_158496	RP2014|JHOI01000507.1_55384_57803	LMB35AA|MCQI02000093.1_86862_89281	----------	ISSFT021|LWRT01000067.1_63190_65608	IF1SWF4|LWRU01000143.1_93138_95556	HMRAF706|NKHS01000059.1_63310_65728	HMRAF270|NKHT01000194.1_3471_5889
5953	AF293|CM000172.1_3664370_3669392	AF10|AFXL01000117.1_72818_77841	AF210|AFXM01000276.1_2503_7526	A1163|DS499598.1_2301125_2306148	Z5|KQ087368.1_163508_168531	RP2014|JHOI01000507.1_60694_65718	LMB35AA|MCQI02000093.1_78947_83971	----------	ISSFT021|LWRT01000067.1_68494_73517	IF1SWF4|LWRU01000143.1_85229_90252	HMRAF706|NKHS01000059.1_68614_73637	HMRAF270|NKHT01000194.1_10901_15924
6049	AF293|CM000173.1_50765_52561	AF10|AFXL01000087.1_47052_47858	AF210|AFXM01000262.1_136616_137437	----------	Z5|KQ087364.1_362391_363257	RP2014|JHOI01000484.1_38265_39026	LMB35AA|MCQI02000113.1_38540_39331	JCM10253|BCGY01000010.1_1257095_1257781	----------	----------	----------	HMRAF270|NKHT01000125.1_40053_40712
960	AF293|CM000169.1_2853323_2854904	AF10|AFXL01000066.1_42033_43614	----------	A1163|DS499594.1_2926336_2927917	Z5|KQ087361.1_466274_467855	RP2014|JHOI01000526.1_77087_78668	LMB35AA|MCQI02000131.1_605952_607533	JCM10253|BCGY01000005.1_602598_604179	ISSFT021|LWRT01000208.1_209291_210872	IF1SWF4|LWRU01000205.1_328967_330548	HMRAF706|NKHS01000047.1_75072_76653	HMRAF270|NKHT01000126.1_2359_3940
9693	AF293|CM000176.1_883600_884819	AF10|AFXL01000003.1_7926_9145	AF210|AFXM01000441.1_132193_133412	A1163|DS499600.1_1049355_1050574	Z5|KQ087367.1_985012_986231	----------	LMB35AA|MCQI02000045.1_84227_85446	JCM10253|BCGY01000006.1_993770_994989	ISSFT021|LWRT01000273.1_40758_41977	IF1SWF4|LWRU01000189.1_7900_9119	HMRAF706|NKHS01000007.1_222112_223331	HMRAF270|NKHT01000010.1_9004_10223
4936	AF293|CM000172.1_775381_775776	AF10|AFXL01000046.1_140333_140728	AF210|AFXM01000293.1_61531_61926	A1163|DS499603.1_594556_594951	Z5|KQ087365.1_1889329_1889724	----------	----------	JCM10253|BCGY01000003.1_58567_58962	ISSFT021|LWRT01000013.1_141695_142090	IF1SWF4|LWRU01000020.1_165195_165590	HMRAF706|NKHS01000244.1_26034_26429	HMRAF270|NKHT01000070.1_95919_96314
10438	----------	----------	AF210|AFXM01000432.1_1843_3336	----------	----------	----------	----------	----------	----------	----------	----------	----------
5223	AF293|CM000172.1_1644986_1646370	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
8186	AF293|CM000174.1_2236452_2236859	----------	----------	A1163|DS499601.1_1800323_1800730	----------	----------	----------	----------	----------	----------	----------	----------
8183	AF293|CM000174.1_2233493_2233933	----------	----------	A1163|DS499601.1_1803248_1803688	----------	RP2014|JHOI01000326.1_13647_14087	----------	----------	----------	----------	----------	----------
10922	----------	----------	----------	----------	----------	----------	LMB35AA|MCQI02000175.1_12_199	----------	----------	----------	----------	----------
7409	AF293|CM000173.1_3847950_3849477	----------	----------	A1163|DS499599.1_1969222_1970749	----------	RP2014|JHOI01000217.1_4235_5762	----------	----------	----------	----------	----------	----------
8665	AF293|CM000174.1_3600663_3601638	AF10|AFXL01000057.1_145667_146642	----------	A1163|DS499594.1_167025_168000	Z5|KQ087358.1_2238255_2239230	RP2014|JHOI01000557.1_90209_91184	LMB35AA|MCQI02000205.1_403348_404323	JCM10253|BCGY01000001.1_147636_148611	ISSFT021|LWRT01000038.1_154783_155758	IF1SWF4|LWRU01000142.1_6122_7097	HMRAF706|NKHS01000056.1_6319_7292	HMRAF270|NKHT01000058.1_104441_105416
8932	AF293|CM000175.1_580301_581848	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
6055	AF293|CM000173.1_77174_77896	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
7510	AF293|CM000174.1_227036_232347	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
7407	AF293|CM000173.1_3843840_3845046	----------	----------	A1163|DS499599.1_1965112_1966318	----------	----------	----------	----------	----------	----------	----------	----------
1740	AF293|CM000170.1_202265_203433	AF10|AFXL01000005.1_179873_180744	AF210|AFXM01000264.1_77852_79020	A1163|DS499595.1_194752_195920	Z5|KQ087359.1_193254_194125	----------	LMB35AA|MCQI02000082.1_1132086_1132957	JCM10253|BCGY01000008.1_1591823_1592991	ISSFT021|LWRT01000073.1_229306_230474	IF1SWF4|LWRU01000094.1_192402_193273	HMRAF706|NKHS01000466.1_607_1478	HMRAF270|NKHT01000459.1_430_1598
1741	AF293|CM000170.1_204207_206902	AF10|AFXL01000005.1_176154_178849	AF210|AFXM01000264.1_79797_82492	A1163|DS499595.1_197800_199242	Z5|KQ087359.1_195160_197855	----------	LMB35AA|MCQI02000082.1_1128366_1131061	JCM10253|BCGY01000008.1_1588500_1589942	ISSFT021|LWRT01000073.1_225835_228530	IF1SWF4|LWRU01000094.1_194326_197021	HMRAF706|NKHS01000279.1_399_3094	----------
10491	----------	----------	----------	A1163|DS499596.1_4177522_4178272	----------	----------	----------	----------	ISSFT021|LWRT01000221.1_11602_12352	IF1SWF4|LWRU01000197.1_82054_82804	HMRAF706|NKHS01000144.1_9051_9801	----------
8441	AF293|CM000174.1_2948993_2949978	AF10|AFXL01000010.1_47854_48839	AF210|AFXM01000325.1_39590_40575	A1163|DS499599.1_1635390_1636375	Z5|KQ087358.1_1583658_1584643	----------	LMB35AA|MCQI02000147.1_91594_92579	JCM10253|BCGY01000001.1_809158_810143	ISSFT021|LWRT01000195.1_139307_140292	IF1SWF4|LWRU01000187.1_251280_252265	HMRAF706|NKHS01000119.1_48029_49014	----------
151	AF293|CM000169.1_520193_521397	AF10|AFXL01000039.1_2574_3778	AF210|AFXM01000342.1_84586_85790	A1163|DS499594.1_578096_579300	Z5|KQ087366.1_1573353_1574557	RP2014|JHOI01000626.1_156950_158184	LMB35AA|MCQI02000013.1_124016_125220	JCM10253|BCGY01000007.1_1719752_1720956	ISSFT021|LWRT01000226.1_518168_519372	IF1SWF4|LWRU01000112.1_184480_185684	----------	HMRAF270|NKHT01000323.1_24193_25030
10324	----------	----------	AF210|AFXM01000262.1_50686_51189	A1163|DS499600.1_139870_140373	----------	----------	----------	----------	----------	----------	----------	HMRAF270|NKHT01000147.1_46989_47492
10447	----------	----------	AF210|AFXM01000439.1_20156_21844	----------	Z5|KQ087358.1_965859_967547	RP2014|JHOI01000614.1_167807_169495	LMB35AA|MCQI02000165.1_787069_788757	JCM10253|BCGY01000009.1_354511_356199	ISSFT021|LWRT01000246.1_32953_34641	IF1SWF4|LWRU01000194.1_167524_169212	----------	----------
9343	AF293|CM000175.1_1878088_1879083	AF10|AFXL01000087.1_70713_71602	AF210|AFXM01000262.1_164198_165086	----------	Z5|KQ087364.1_334569_335457	RP2014|JHOI01000484.1_57487_58488	LMB35AA|MCQI02000113.1_58235_58685	----------	----------	----------	----------	HMRAF270|NKHT01000125.1_20350_21352
10273	----------	----------	AF210|AFXM01000147.1_115870_117456	A1163|DS499596.1_2961606_2963192	Z5|KQ087374.1_158585_160171	----------	LMB35AA|MCQI02000147.1_18163_24390	----------	----------	----------	----------	----------
6628	AF293|CM000173.1_1698976_1699441	----------	AF210|AFXM01000220.1_45699_46164	A1163|DS499597.1_1600676_1601141	Z5|KQ087363.1_1665042_1665507	RP2014|JHOI01000550.1_798_1263	LMB35AA|MCQI02000067.1_432787_433252	JCM10253|BCGY01000002.1_2158534_2158999	ISSFT021|LWRT01000228.1_515441_515906	IF1SWF4|LWRU01000014.1_520364_520829	HMRAF706|NKHS01000051.1_22659_23124	HMRAF270|NKHT01000017.1_131837_132302
746	AF293|CM000169.1_2258123_2259640	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
3903	AF293|CM000171.1_1696665_1698164	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
10292	----------	----------	AF210|AFXM01000206.1_44228_46202	----------	Z5|KQ087362.1_2066946_2069160	----------	----------	JCM10253|BCGY01000001.1_3238871_3241085	----------	----------	----------	HMRAF270|NKHT01000262.1_1005_3219
3634	AF293|CM000171.1_832252_833694	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
7292	AF293|CM000173.1_3592321_3593293	AF10|AFXL01000059.1_5739_7222	AF210|AFXM01000425.1_267539_268511	A1163|DS499597.1_3501992_3503475	Z5|KQ087359.1_2035509_2036481	RP2014|JHOI01000563.1_667_1200	LMB35AA|MCQI02000008.1_242465_242998	JCM10253|BCGY01000002.1_260535_261507	ISSFT021|LWRT01000030.1_64430_65402	IF1SWF4|LWRU01000017.1_114940_115912	----------	HMRAF270|NKHT01000213.1_10736_11708
10278	----------	----------	AF210|AFXM01000147.1_128777_130688	A1163|DS499596.1_2948018_2949382	Z5|KQ087374.1_171973_173337	----------	LMB35AA|MCQI02000147.1_9480_11391	----------	----------	----------	----------	----------
10477	----------	----------	----------	A1163|DS499596.1_2989036_2992295	----------	----------	----------	----------	----------	----------	----------	----------
3532	AF293|CM000171.1_531413_532926	AF10|AFXL01000138.1_72770_74141	AF210|AFXM01000257.1_132252_133623	A1163|DS499596.1_3586229_3587600	Z5|KQ087364.1_892758_894271	----------	LMB35AA|MCQI02000161.1_352373_353744	JCM10253|BCGY01000011.1_686669_688182	ISSFT021|LWRT01000191.1_587452_588823	IF1SWF4|LWRU01000114.1_1467_2838	HMRAF706|NKHS01000204.1_44756_46127	HMRAF270|NKHT01000090.1_50526_52039
9599	AF293|CM000176.1_558310_559793	AF10|AFXL01000150.1_29684_31167	AF210|AFXM01000223.1_70058_71541	A1163|DS499600.1_1384003_1384879	Z5|KQ087367.1_1339787_1341269	----------	LMB35AA|MCQI02000071.1_60618_62101	JCM10253|BCGY01000006.1_1342951_1343827	ISSFT021|LWRT01000039.1_171544_172420	IF1SWF4|LWRU01000190.1_172265_173748	HMRAF706|NKHS01000225.1_30015_31498	HMRAF270|NKHT01000266.1_31395_32878
6052	AF293|CM000173.1_63858_64731	AF10|AFXL01000087.1_59921_60794	AF210|AFXM01000262.1_161293_162166	----------	Z5|KQ087364.1_337489_338362	RP2014|JHOI01000484.1_54503_55376	LMB35AA|MCQI02000113.1_54808_55681	----------	----------	----------	----------	HMRAF270|NKHT01000125.1_23354_24227
10575	----------	----------	----------	A1163|DS499602.1_1106894_1110246	----------	----------	----------	----------	----------	----------	----------	----------
2085	AF293|CM000170.1_1204069_1205161	----------	----------	A1163|DS499595.1_1192908_1194034	Z5|KQ087365.1_570491_571716	RP2014|JHOI01000574.1_30923_32012	LMB35AA|MCQI02000082.1_257862_258951	JCM10253|BCGY01000008.1_593873_594971	ISSFT021|LWRT01000220.1_250950_252048	IF1SWF4|LWRU01000002.1_258846_259982	HMRAF706|NKHS01000501.1_40_827	----------
10570	----------	----------	----------	A1163|DS499602.1_1089404_1091322	----------	----------	----------	----------	----------	----------	----------	----------
10571	----------	----------	----------	A1163|DS499602.1_1094987_1096275	----------	----------	----------	----------	----------	----------	----------	----------
7427	AF293|CM000173.1_3892340_3895035	----------	----------	A1163|DS499599.1_2013558_2016253	Z5|KQ087372.1_73025_75713	----------	----------	JCM10253|BCGY01000006.1_112343_115036	----------	----------	----------	----------
10120	----------	AF10|AFXL01000086.1_1191_1789	----------	A1163|DS499600.1_115701_116299	Z5|KQ087364.1_470993_471591	----------	----------	----------	----------	----------	----------	HMRAF270|NKHT01000147.1_31763_32361
8205	AF293|CM000174.1_2301259_2307744	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
8995	AF293|CM000175.1_841257_842756	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
10084	----------	AF10|AFXL01000039.1_155244_157113	AF210|AFXM01000378.1_14540_16409	A1163|DS499599.1_2165836_2167705	Z5|KQ087366.1_1740971_1742840	----------	----------	JCM10253|BCGY01000007.1_1872567_1874436	ISSFT021|LWRT01000027.1_15552_17421	IF1SWF4|LWRU01000112.1_31081_32950	HMRAF706|NKHS01000160.1_24796_26665	HMRAF270|NKHT01000273.1_7129_8998
2227	AF293|CM000170.1_1634835_1635629	----------	AF210|AFXM01000316.1_109028_109822	A1163|DS499595.1_1621663_1622457	Z5|KQ087365.1_999697_1000491	RP2014|JHOI01000519.1_41667_42461	LMB35AA|MCQI02000170.1_289823_290617	JCM10253|BCGY01000008.1_165561_166355	ISSFT021|LWRT01000254.1_154210_155004	IF1SWF4|LWRU01000175.1_18871_19665	HMRAF706|NKHS01000039.1_44655_45449	HMRAF270|NKHT01000252.1_1054_1848
10649	----------	----------	----------	----------	Z5|KQ087357.1_45974_47960	----------	----------	----------	----------	----------	----------	----------
8274	AF293|CM000174.1_2495844_2497514	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
6222	AF293|CM000173.1_482211_484664	AF10|AFXL01000025.1_116765_119218	AF210|AFXM01000445.1_144664_147117	A1163|DS499597.1_416511_418964	Z5|KQ087363.1_420691_423144	----------	LMB35AA|MCQI02000119.1_399073_401526	JCM10253|BCGY01000002.1_3347604_3350057	ISSFT021|LWRT01000200.1_15905_18358	IF1SWF4|LWRU01000104.1_414436_416889	----------	HMRAF270|NKHT01000081.1_1581_4034
1793	AF293|CM000170.1_339809_341479	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
9884	AF293|CM000176.1_1418938_1420588	AF10|AFXL01000003.1_543704_545354	----------	A1163|DS499600.1_510829_512479	----------	RP2014|JHOI01000276.1_7082_7741	LMB35AA|MCQI02000216.1_291861_292520	JCM10253|BCGY01000006.1_451509_453159	----------	IF1SWF4|LWRU01000189.1_543818_545468	HMRAF706|NKHS01000422.1_4614_6264	----------
36	AF293|CM000169.1_123715_124299	AF10|AFXL01000212.1_12599_13183	----------	----------	----------	----------	----------	----------	ISSFT021|LWRT01000221.1_76187_76771	----------	----------	HMRAF270|NKHT01000097.1_86540_87124
4595	AF293|CM000171.1_3644879_3646068	AF10|AFXL01000047.1_141218_142407	AF210|AFXM01000286.1_19220_20409	A1163|DS499596.1_414582_415771	Z5|KQ087362.1_406487_407676	----------	LMB35AA|MCQI02000151.1_97870_99059	JCM10253|BCGY01000001.1_1511493_1512682	ISSFT021|LWRT01000214.1_331607_332796	IF1SWF4|LWRU01000107.1_141217_142406	HMRAF706|NKHS01000042.1_68050_69239	HMRAF270|NKHT01000053.1_95940_97129
10603	----------	----------	----------	A1163|DS499602.1_1394909_1397760	----------	----------	LMB35AA|MCQI02000045.1_3103_5356	----------	----------	----------	----------	----------
5805	AF293|CM000172.1_3284149_3285173	AF10|AFXL01000037.1_121943_122967	AF210|AFXM01000291.1_77942_78966	A1163|DS499598.1_1848222_1849246	Z5|KQ087359.1_856104_857128	RP2014|JHOI01000621.1_138566_139590	LMB35AA|MCQI02000093.1_463343_464367	JCM10253|BCGY01000003.1_2530509_2531533	----------	IF1SWF4|LWRU01000192.1_797117_798141	HMRAF706|NKHS01000227.1_27594_28618	HMRAF270|NKHT01000148.1_27579_28603
10900	----------	----------	----------	----------	----------	----------	LMB35AA|MCQI02000043.1_406267_407876	----------	----------	----------	----------	----------
9601	AF293|CM000176.1_563484_566281	AF10|AFXL01000150.1_34858_37655	AF210|AFXM01000225.1_2056_4853	A1163|DS499600.1_1376818_1379615	Z5|KQ087367.1_1327274_1330071	RP2014|JHOI01000580.1_10719_12938	LMB35AA|MCQI02000071.1_65645_68442	JCM10253|BCGY01000006.1_1329838_1332635	ISSFT021|LWRT01000039.1_164502_167299	IF1SWF4|LWRU01000190.1_177439_180236	HMRAF706|NKHS01000225.1_35046_37843	----------
4744	AF293|CM000171.1_4052655_4057966	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
10073	----------	AF10|AFXL01000036.1_106941_108749	AF210|AFXM01000330.1_79490_81297	A1163|DS499596.1_3827506_3829314	----------	----------	----------	----------	----------	----------	----------	----------
10263	----------	----------	AF210|AFXM01000147.1_84350_86160	A1163|DS499596.1_3007141_3011058	Z5|KQ087374.1_126887_130804	----------	----------	----------	----------	----------	----------	----------
7421	AF293|CM000173.1_3878799_3879579	----------	----------	A1163|DS499599.1_2000017_2000797	----------	----------	----------	----------	----------	----------	----------	----------
10266	----------	----------	AF210|AFXM01000147.1_92138_94106	A1163|DS499596.1_3001301_3003269	Z5|KQ087374.1_134687_136655	----------	----------	----------	----------	----------	----------	----------
8164	AF293|CM000174.1_2169607_2170481	AF10|AFXL01000021.1_225459_226333	AF210|AFXM01000439.1_116389_117263	A1163|DS499599.1_829070_829944	Z5|KQ087358.1_876102_876976	RP2014|JHOI01000457.1_25838_26712	LMB35AA|MCQI02000165.1_711068_711942	JCM10253|BCGY01000009.1_448187_449061	ISSFT021|LWRT01000241.1_87463_88337	IF1SWF4|LWRU01000006.1_101_975	----------	HMRAF270|NKHT01000041.1_25981_26855
10269	----------	----------	AF210|AFXM01000147.1_107036_107674	A1163|DS499596.1_2971394_2972032	Z5|KQ087374.1_149575_150213	RP2014|JHOI01000365.1_4990_5628	LMB35AA|MCQI02000147.1_32677_33315	----------	----------	----------	----------	----------
10489	----------	----------	----------	A1163|DS499596.1_4168606_4169973	----------	----------	----------	JCM10253|BCGY01000007.1_1958494_1959861	ISSFT021|LWRT01000221.1_2685_4052	IF1SWF4|LWRU01000197.1_90354_91721	HMRAF706|NKHS01000144.1_134_1501	----------
3587	AF293|CM000171.1_680775_681494	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
1352	AF293|CM000169.1_3952596_3954561	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
10580	----------	----------	----------	A1163|DS499602.1_1311496_1314060	----------	RP2014|JHOI01000545.1_15791_18355	LMB35AA|MCQI02000177.1_597_3161	----------	----------	----------	----------	----------
4767	AF293|CM000172.1_76126_77796	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
10459	----------	----------	AF210|AFXM01000442.1_3405_4957	----------	Z5|KQ087374.1_3994_5546	----------	----------	----------	----------	----------	----------	----------
4470	AF293|CM000171.1_3322033_3323741	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
10806	----------	----------	----------	----------	----------	RP2014|JHOI01000365.1_15978_17850	LMB35AA|MCQI02000147.1_43665_45537	----------	----------	----------	----------	----------
10378	----------	----------	AF210|AFXM01000301.1_437_1120	----------	Z5|KQ087359.1_893968_894408	----------	----------	----------	----------	----------	----------	----------
8852	AF293|CM000175.1_355866_357536	----------	----------	----------	----------	----------	----------	JCM10253|BCGY01000013.1_430388_432059	----------	----------	----------	----------
9371	AF293|CM000175.1_1979299_1979667	----------	----------	A1163|DS499602.1_1420509_1420877	----------	----------	----------	----------	----------	----------	----------	HMRAF270|NKHT01000094.1_75634_76002
8005	AF293|CM000174.1_1713542_1715558	AF10|AFXL01000017.1_90608_92624	AF210|AFXM01000440.1_185167_187183	A1163|DS499599.1_370950_372966	Z5|KQ087358.1_416964_418980	RP2014|JHOI01000528.1_64030_66046	LMB35AA|MCQI02000165.1_253853_255869	JCM10253|BCGY01000009.1_903183_905199	ISSFT021|LWRT01000002.1_90548_92564	IF1SWF4|LWRU01000111.1_201428_203444	----------	HMRAF270|NKHT01000201.1_37004_39020
5045	AF293|CM000172.1_1039882_1041469	AF10|AFXL01000051.1_60585_62172	----------	A1163|DS499603.1_328022_329609	Z5|KQ087365.1_1616696_1618283	RP2014|JHOI01000554.1_26367_27954	LMB35AA|MCQI02000131.1_1563861_1565448	JCM10253|BCGY01000003.1_323429_325016	ISSFT021|LWRT01000189.1_99851_101438	IF1SWF4|LWRU01000092.1_60565_62152	HMRAF706|NKHS01000084.1_60797_62384	HMRAF270|NKHT01000104.1_27410_28997
10504	----------	----------	----------	A1163|DS499596.1_4250117_4251424	----------	----------	----------	----------	----------	IF1SWF4|LWRU01000197.1_8855_10162	----------	----------
3704	AF293|CM000171.1_1030007_1031108	AF10|AFXL01000192.1_17614_17970	----------	A1163|DS499596.1_3114171_3114768	----------	RP2014|JHOI01000365.1_22539_23641	LMB35AA|MCQI02000147.1_50226_51328	----------	ISSFT021|LWRT01000048.1_34205_34802	IF1SWF4|LWRU01000008.1_32328_32925	HMRAF706|NKHS01000274.1_1705_2175	----------
78	AF293|CM000169.1_328784_330271	----------	----------	----------	Z5|KQ087375.1_420353_421703	----------	----------	JCM10253|BCGY01000006.1_1793405_1794202	----------	----------	----------	HMRAF270|NKHT01000105.1_19091_20578
8785	AF293|CM000175.1_190250_192346	AF10|AFXL01000063.1_72235_74331	AF210|AFXM01000281.1_184420_186516	A1163|DS499601.1_191833_193929	Z5|KQ087370.1_188892_190988	RP2014|JHOI01000561.1_72971_75067	LMB35AA|MCQI02000129.1_74403_76499	JCM10253|BCGY01000013.1_578657_580753	ISSFT021|LWRT01000016.1_70937_73033	IF1SWF4|LWRU01000174.1_168990_171086	----------	HMRAF270|NKHT01000114.1_14726_16822
8203	AF293|CM000174.1_2287100_2289063	----------	----------	A1163|DS499601.1_1748087_1750050	----------	RP2014|JHOI01000359.1_1421_3384	----------	----------	----------	----------	----------	----------
4586	AF293|CM000171.1_3619320_3623190	AF10|AFXL01000047.1_115647_119517	AF210|AFXM01000286.1_43214_45956	A1163|DS499596.1_437472_441342	Z5|KQ087362.1_430482_433224	----------	----------	JCM10253|BCGY01000001.1_1535487_1538229	ISSFT021|LWRT01000214.1_306036_309906	IF1SWF4|LWRU01000107.1_115647_119517	HMRAF706|NKHS01000042.1_42480_46350	HMRAF270|NKHT01000053.1_70393_73135
4156	AF293|CM000171.1_2399760_2405071	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
9917	AF293|CM000176.1_1499665_1504976	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
4918	AF293|CM000172.1_716531_721843	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
4155	AF293|CM000171.1_2398269_2398664	----------	----------	----------	----------	----------	----------	JCM10253|BCGY01000001.1_2788918_2790725	----------	----------	----------	----------
10159	----------	AF10|AFXL01000140.1_55451_57319	----------	----------	----------	----------	----------	----------	ISSFT021|LWRT01000033.1_437171_438954	IF1SWF4|LWRU01000190.1_44726_46594	HMRAF706|NKHS01000117.1_15623_17014	----------
1974	AF293|CM000170.1_845970_847674	AF10|AFXL01000099.1_31220_32924	AF210|AFXM01000272.1_86826_88530	A1163|DS499595.1_838353_840057	Z5|KQ087365.1_215446_217150	RP2014|JHOI01000564.1_68666_70250	----------	JCM10253|BCGY01000008.1_949534_951239	ISSFT021|LWRT01000045.1_208398_210102	IF1SWF4|LWRU01000191.1_68269_69973	HMRAF706|NKHS01000104.1_18124_19828	HMRAF270|NKHT01000134.1_16470_18174
4912	AF293|CM000172.1_706881_708030	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
4913	AF293|CM000172.1_709292_709597	----------	AF210|AFXM01000293.1_1890_2195	A1163|DS499604.1_478076_478381	Z5|KQ087365.1_1948793_1949098	----------	LMB35AA|MCQI02000084.1_715591_715896	----------	----------	----------	----------	----------
4910	AF293|CM000172.1_705767_706416	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
4911	AF293|CM000172.1_706439_706747	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
6335	AF293|CM000173.1_795382_797090	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
10770	----------	----------	----------	----------	Z5|KQ087375.1_483273_483908	----------	----------	JCM10253|BCGY01000006.1_1858764_1859399	----------	----------	----------	HMRAF270|NKHT01000200.1_43867_44502
6038	AF293|CM000173.1_15751_16327	----------	AF210|AFXM01000262.1_99058_99541	----------	Z5|KQ087364.1_400116_400599	----------	----------	----------	----------	----------	----------	----------
